#SpecName      Dummy     eps/k     sigma     Dummy     Dummy     Dummy
!C2H5CHCO           2   436.950     5.016     0.000     0.000     0.000
!C6H111X3           2   482.473     5.307     0.000     0.000     0.000
!C5H11X2            2   440.735     5.041     0.000     0.000     0.000
!C5H10X2            2   437.102     5.017     0.000     0.000     0.000
!C5H91X1            2   433.447     4.993     0.000     0.000     0.000
!C5H91X3            2   433.447     4.993     0.000     0.000     0.000
!C5H91X4            2   433.447     4.993     0.000     0.000     0.000
!C5H91X5            2   433.447     4.993     0.000     0.000     0.000
!C5H92X5            2   433.447     4.993     0.000     0.000     0.000
!C5H81X3            2   429.770     4.969     0.000     0.000     0.000
!C5H9O1X3           2   489.084     5.348     0.000     0.000     0.000
!C4H10              2   391.983     4.716     0.000     0.000     0.000
!C4H8X2             2   384.039     4.661     0.000     0.000     0.000
!C4H71X1            2   380.022     4.633     0.000     0.000     0.000
!C4H71X2            2   380.022     4.633     0.000     0.000     0.000
!C4H71X3            2   380.022     4.633     0.000     0.000     0.000
!C4H71X4            2   380.022     4.633     0.000     0.000     0.000
!PXC4H8OH           2   447.788     5.087     0.000     0.000     0.000
!C4H8OHX1O2           2   552.735     5.734     0.000     0.000     0.000
!C4H8O1X3           2   444.197     5.063     0.000     0.000     0.000
!C2H5O2H            2   407.213     4.819     0.000     0.000     0.000
!C3H6OOH1X3           2   454.761     5.132     0.000     0.000     0.000
!C3H6OOH1X3O2           2   558.732     5.769     0.000     0.000     0.000
!C3KET13            2   505.403     5.449     0.000     0.000     0.000
!C3H6CHOX1           2   440.584     5.040     0.000     0.000     0.000
!C3H6CHOX2           2   440.584     5.040     0.000     0.000     0.000
!C3H6CHOX3           2   440.584     5.040     0.000     0.000     0.000
!NXC3H7COCH3           2   492.434     5.369     0.000     0.000     0.000
!C2H5COCH3           2   444.197     5.063     0.000     0.000     0.000

!IXC8H16            2   574.080     5.859     0.000     0.000     0.000
!IXC8H15            2   571.083     5.842     0.000     0.000     0.000
!DXC8H17O           2   623.049     6.138     0.000     0.000     0.000
!CC8H16OOHXD           2   666.695     6.379     0.000     0.000     0.000
!CC8H16OOHXB           2   666.695     6.379     0.000     0.000     0.000
!DC8H16OOHXD           2   666.695     6.379     0.000     0.000     0.000
!AC8H16OOHXD           2   666.695     6.379     0.000     0.000     0.000
!DC8H16OOHXA           2   666.695     6.379     0.000     0.000     0.000
!BC8H16OOHXC           2   666.695     6.379     0.000     0.000     0.000
!DC8H16OOHXC           2   666.695     6.379     0.000     0.000     0.000
!DXC8H17O2H           2   669.375     6.394     0.000     0.000     0.000
!IC8ETERBC           2   620.225     6.122     0.000     0.000     0.000
!IC8ETERCD           2   620.225     6.122     0.000     0.000     0.000
!IC8ETERAA           2   620.225     6.122     0.000     0.000     0.000
!IC8ETERDD           2   620.225     6.122     0.000     0.000     0.000
!IC8ETERAD           2   620.225     6.122     0.000     0.000     0.000
!AC8H16OOHXAO2           2   748.325     6.813     0.000     0.000     0.000
!AC8H16OOHXDO2           2   748.325     6.813     0.000     0.000     0.000
!CC8H16OOHXAO2           2   748.325     6.813     0.000     0.000     0.000
!DC8H16OOHXAO2           2   748.325     6.813     0.000     0.000     0.000
!DC8H16OOHXDO2           2   748.325     6.813     0.000     0.000     0.000
!AC8H16OOHXCO2           2   748.325     6.813     0.000     0.000     0.000
!IC8KETAA           2   705.790     6.590     0.000     0.000     0.000
!DC6H12CHOXD           2   576.942     5.876     0.000     0.000     0.000
!IC8KETDD           2   705.790     6.590     0.000     0.000     0.000
!HXC6H12CHO           2   576.942     5.876     0.000     0.000     0.000
!IC8KETAC           2   705.790     6.590     0.000     0.000     0.000
!AC8H15GOOHGAB           2   748.325     6.813     0.000     0.000     0.000
!DC8H15GOOHGBD           2   748.325     6.813     0.000     0.000     0.000
!AC8H15GOOHGBD           2   748.325     6.813     0.000     0.000     0.000
!AC8H15GOOHGAD           2   748.325     6.813     0.000     0.000     0.000
!BC8H15GOOHGAA           2   748.325     6.813     0.000     0.000     0.000
!BC8H15GOOHGAD           2   748.325     6.813     0.000     0.000     0.000
!BC8H15GOOHGDD           2   748.325     6.813     0.000     0.000     0.000
!BC8H15GOOHGAC           2   748.325     6.813     0.000     0.000     0.000
!AC8H15GOOHGAC           2   748.325     6.813     0.000     0.000     0.000
!CGOOHGETRAA           2   705.790     6.590     0.000     0.000     0.000
!AGOOHGETRAD           2   705.790     6.590     0.000     0.000     0.000
!DGOOHGETRAA           2   705.790     6.590     0.000     0.000     0.000
!DGOOHGETRBD           2   705.790     6.590     0.000     0.000     0.000
!BGOOHGETRAD           2   705.790     6.590     0.000     0.000     0.000
!DGOOHGETRAB           2   705.790     6.590     0.000     0.000     0.000
!BGOOHGETRDD           2   705.790     6.590     0.000     0.000     0.000
!BGOOHGETRAA           2   705.790     6.590     0.000     0.000     0.000
!AGOOHGETRAB           2   705.790     6.590     0.000     0.000     0.000
!DC8H15GOOHGAB           2   748.325     6.813     0.000     0.000     0.000
!AGOOHGETRBD           2   705.790     6.590     0.000     0.000     0.000
!DC8H15GOOHGAD           2   748.325     6.813     0.000     0.000     0.000
!DGOOHGETRAD           2   705.790     6.590     0.000     0.000     0.000
!AGOOHGETRAC           2   705.790     6.590     0.000     0.000     0.000
!AGOOHGETRBC           2   705.790     6.590     0.000     0.000     0.000
!XC8OOHA            2   664.007     6.365     0.000     0.000     0.000
!TXC4H8CHO           2   489.084     5.348     0.000     0.000     0.000
!TXC4H9CO           2   489.084     5.348     0.000     0.000     0.000
!PC7H13XO           2   528.126     5.587     0.000     0.000     0.000
!IXC3H6CHO           2   440.584     5.040     0.000     0.000     0.000
!YC7H13XY2           2   528.126     5.587     0.000     0.000     0.000
!PXC7H15            2   534.454     5.625     0.000     0.000     0.000
!IC4H7XI1           2   380.022     4.633     0.000     0.000     0.000
!CC6H11XB           2   482.473     5.307     0.000     0.000     0.000
!NEOXC6H11           2   482.473     5.307     0.000     0.000     0.000
!AXC3H5OOH           2   451.210     5.109     0.000     0.000     0.000
!C3H6OOH2X1O2           2   558.732     5.769     0.000     0.000     0.000
!C3KET21            2   505.403     5.449     0.000     0.000     0.000
!IXC4H10            2   391.983     4.716     0.000     0.000     0.000
!IXC4H8O            2   444.197     5.063     0.000     0.000     0.000
!IXC4H9O            2   447.788     5.087     0.000     0.000     0.000
!IXC4H9O2H           2   505.540     5.450     0.000     0.000     0.000
!O2C4H8CHO           2   588.531     5.942     0.000     0.000     0.000
!O2HC4H8CO           2   588.531     5.942     0.000     0.000     0.000
!C3H6OH2X1           2   395.749     4.741     0.000     0.000     0.000
!IXC3H5OH           2   391.819     4.715     0.000     0.000     0.000
!YC7H13OXY2           2   576.942     5.876     0.000     0.000     0.000
!PC7H13OXO           2   576.942     5.876     0.000     0.000     0.000



CH3OCH2OCH3           	2   458.292     5.154     0.000     0.000     0.000
CH3OCH2O           	2   395.000     4.037     0.000     0.000     0.000
CH3OCH2            	2   395.000     4.037     0.000     0.000     0.000
CH3OCH3            	2   395.000     4.037     0.000     0.000     0.000
CH3OCH2OCH2           	2   454.761     5.132     0.000     0.000     0.000
CH3OCHOCH3           	2   454.761     5.132     0.000     0.000     0.000
CH2OCHO           	2   395.586     4.740     0.000     0.000     0.000
CH3OCHO            	2   395.000     4.037     0.000     0.000     0.000
CH3OCO             	2   395.586     4.740     0.000     0.000     0.000
CH3OCH2OCH2OO           2   558.732     5.769     0.000     0.000     0.000
CH3OCH2OCH2OOH          2   561.777     5.787     0.000     0.000     0.000
CH3OCOOHOCH3           	2   558.732     5.769     0.000     0.000     0.000
CH3OCOOHHOCH3           2   561.777     5.787     0.000     0.000     0.000
!HOCHO              	2   481.800     3.626     0.000     0.000     0.000
CH3OCH2OCH2O            2   508.675     5.469     0.000     0.000     0.000
CH3OCOHOCH3           	2   508.675     5.469     0.000     0.000     0.000
CH2OCH2OCH2OOH          2   558.732     5.769     0.000     0.000     0.000
CH3OCHOCH2OOH           2   558.732     5.769     0.000     0.000     0.000
CH3OCH2OCHO             2   505.403     5.449     0.000     0.000     0.000
OCH2OCHO           	2   395.000     4.037     0.000     0.000     0.000
CH2OCH2OCHO             2   502.115     5.429     0.000     0.000     0.000
CH3OCH2OCO              2   502.115     5.429     0.000     0.000     0.000
CH3OCHOCHO              2   502.115     5.429     0.000     0.000     0.000
OCHOCHO            	2   451.061     5.108     0.000     0.000     0.000
C3H6O3CY13           	2   505.403     5.449     0.000     0.000     0.000
TRIOXAN            	2   505.403     5.449     0.000     0.000     0.000
HO2CH2OCHO           	2   395.000     4.037     0.000     0.000     0.000
CH2O2H             	2   346.703     4.398     0.000     0.000     0.000
CH2OCH2O2H           	2   395.000     4.037     0.000     0.000     0.000
O2CH2OCH2OCH2OOH        2   650.224     6.289     0.000     0.000     0.000
CH3OCOOHOCH2OOH         2   650.224     6.289     0.000     0.000     0.000
HO2CH2OCH2OCHO          2   602.849     6.024     0.000     0.000     0.000
HO2CH2OCHOCH2OOH        2   650.224     6.289     0.000     0.000     0.000
C3H6O3CY13_OOH          2   602.849     6.024     0.000     0.000     0.000
CH3OCOOHHOCHO           2   602.849     6.024     0.000     0.000     0.000
CH3OCOOCH2OOH           2   602.849     6.024     0.000     0.000     0.000
CH3OCOOHHOCH2OO         2   650.224     6.289     0.000     0.000     0.000
CH2OCOOHHOCH2OOH        2   650.224     6.289     0.000     0.000     0.000
TRIOXAN_OOH           	2   602.849     6.024     0.000     0.000     0.000
CH3OCOHOCHO           	2   552.607     5.733     0.000     0.000     0.000
OCH2OCH2OCHO           	2   552.607     5.733     0.000     0.000     0.000
CH3OCOOHHOCH2           2   558.732     5.769     0.000     0.000     0.000
CH3OCOOCH3           	2   505.403     5.449     0.000     0.000     0.000
CH3OCOOCH2           	2   502.115     5.429     0.000     0.000     0.000
CH3OCOO            	2   454.613     5.131     0.000     0.000     0.000
CH3OCOOH           	2   458.145     5.153     0.000     0.000     0.000
CH2OCOOH           	2   454.613     5.131     0.000     0.000     0.000
CH3OCOOCH2O           	2   552.607     5.733     0.000     0.000     0.000
CH3OCH2O2           	2   395.000     4.037     0.000     0.000     0.000
CH3OCH2O2H           	2   395.000     4.037     0.000     0.000     0.000
O2CH2OCH2O2H           	2   395.000     4.037     0.000     0.000     0.000
HOCH2OCO           	2   395.000     4.037     0.000     0.000     0.000
!HOCH2O             	2   481.800     3.626     0.000     0.000     0.000
OME2               	2   555.803     5.752     0.000     0.000     0.000
OME2RX1            	2   552.735     5.734     0.000     0.000     0.000
OME2RX3            	2   552.735     5.734     0.000     0.000     0.000
OME2ROOX1           	2   644.856     6.260     0.000     0.000     0.000
OME2ROOX3            	2   644.856     6.260     0.000     0.000     0.000
OME2ROX1           	2   600.078     6.009     0.000     0.000     0.000
OME2ROX3           	2   600.078     6.009     0.000     0.000     0.000
OME2QOOHX5X1            2   644.856     6.260     0.000     0.000     0.000
OME2QOOHX3X1            2   644.856     6.260     0.000     0.000     0.000
OME2QOOHX1X3            2   644.856     6.260     0.000     0.000     0.000
OME2QOOHX5X3            2   644.856     6.260     0.000     0.000     0.000
OME2QOOHX7X3            2   644.856     6.260     0.000     0.000     0.000
OME2ROOHX1           	2   647.601     6.275     0.000     0.000     0.000
OME2ROOHX3           	2   647.601     6.275     0.000     0.000     0.000
OME2CYC6           	2   597.176     5.992     0.000     0.000     0.000
OME2CYC4A           	2   597.176     5.992     0.000     0.000     0.000
OME2CYC4B           	2   597.176     5.992     0.000     0.000     0.000
OME2X1OOHX5OO           2   728.283     6.708     0.000     0.000     0.000
OME2X1OOHX3OO           2   728.283     6.708     0.000     0.000     0.000
OME2X3OOHX1OO           2   728.283     6.708     0.000     0.000     0.000
OME2X3OOHX5OO           2   728.283     6.708     0.000     0.000     0.000
OME2X3OOHX7OO           2   728.283     6.708     0.000     0.000     0.000
OME2XKET1X5           	2   684.858     6.478     0.000     0.000     0.000
OME2XKET1X3           	2   684.858     6.478     0.000     0.000     0.000
OME2XKET3X1           	2   684.858     6.478     0.000     0.000     0.000
OME2XKET3X5           	2   684.858     6.478     0.000     0.000     0.000
OME2XKET3X7           	2   684.858     6.478     0.000     0.000     0.000
CH3OCH2OCOO           	2   552.607     5.733     0.000     0.000     0.000
OME3              	2   642.217     6.245     0.000     0.000     0.000
OME3RX3            	2   639.455     6.230     0.000     0.000     0.000
OME3RX1            	2   639.455     6.230     0.000     0.000     0.000
OME3RX5            	2   639.455     6.230     0.000     0.000     0.000
CH3OCH2OCH2OCHO         2   597.176     5.992     0.000     0.000     0.000
OME3ROOX3           	2   723.340     6.682     0.000     0.000     0.000
OME3ROOX1           	2   723.340     6.682     0.000     0.000     0.000
OME3ROOX5           	2   723.340     6.682     0.000     0.000     0.000
OME3ROX3           	2   682.332     6.464     0.000     0.000     0.000
OME3ROX1           	2   682.332     6.464     0.000     0.000     0.000
OME3ROX5           	2   682.332     6.464     0.000     0.000     0.000
OME3QOOHX7X3           	2   723.340     6.682     0.000     0.000     0.000
OME3QOOHX1X3           	2   723.340     6.682     0.000     0.000     0.000
OME3QOOHX5X3           	2   723.340     6.682     0.000     0.000     0.000
OME3QOOHX3X1            2   723.340     6.682     0.000     0.000     0.000
OME3QOOHX5X1            2   723.340     6.682     0.000     0.000     0.000
OME3QOOHX3X5            2   723.340     6.682     0.000     0.000     0.000
OME3QOOHX1X5            2   723.340     6.682     0.000     0.000     0.000
OME3ROOHX3           	2   725.867     6.696     0.000     0.000     0.000
OME3ROOHX1           	2   725.867     6.696     0.000     0.000     0.000
OME3ROOHX5           	2   725.867     6.696     0.000     0.000     0.000
OME3CYC6A           	2   679.689     6.450     0.000     0.000     0.000
OME3CYC4A           	2   679.689     6.450     0.000     0.000     0.000
OME3CYC4B           	2   679.689     6.450     0.000     0.000     0.000
OME3CYC6B           	2   679.689     6.450     0.000     0.000     0.000
CH3OCH2OCHOCHO          2   594.264     5.975     0.000     0.000     0.000
CH3OCH2OCH2OCO          2   594.264     5.975     0.000     0.000     0.000
OME3X3OOHX7OO           2   800.697     7.080     0.000     0.000     0.000
OME3X3OOHX1OO           2   800.697     7.080     0.000     0.000     0.000
OME3X3OOHX5OO           2   800.697     7.080     0.000     0.000     0.000
OME3X1OOHX3OO           2   800.697     7.080     0.000     0.000     0.000
OME3X1OOHX5OO           2   800.697     7.080     0.000     0.000     0.000
OME3X5OOHX3OO           2   800.697     7.080     0.000     0.000     0.000
OME3X5OOHX1OO           2   800.697     7.080     0.000     0.000     0.000
OME3XKET1X5           	2   760.291     6.874     0.000     0.000     0.000
OME3XKET3X7           	2   760.291     6.874     0.000     0.000     0.000
OME3XKET5X1          	2   760.291     6.874     0.000     0.000     0.000
OME3XKET1X3           	2   760.291     6.874     0.000     0.000     0.000
OME3XKET3X1           	2   760.291     6.874     0.000     0.000     0.000
OME3XKET3X5           	2   760.291     6.874     0.000     0.000     0.000
OME3XKET5X3           	2   760.291     6.874     0.000     0.000     0.000
CH3OCH2OCH2OCOO         2   639.339     6.229     0.000     0.000     0.000
CH3OCH2OCOOCH2O         2   639.339     6.229     0.000     0.000     0.000
OME4               	2   720.912     6.670     0.000     0.000     0.000
OME4RX5            	2   718.373     6.656     0.000     0.000     0.000
OME4RX3            	2   718.373     6.656     0.000     0.000     0.000
OME4RX1            	2   718.373     6.656     0.000     0.000     0.000
C4H9O4CHO           	2   679.689     6.450     0.000     0.000     0.000
OME4ROOX5           	2   796.084     7.057     0.000     0.000     0.000
OME4ROOX3           	2   796.084     7.057     0.000     0.000     0.000
OME4ROOX1           	2   796.084     7.057     0.000     0.000     0.000
OME4ROX5           	2   757.950     6.862     0.000     0.000     0.000
OME4ROX3           	2   757.950     6.862     0.000     0.000     0.000
OME4ROX1           	2   757.950     6.862     0.000     0.000     0.000
OME4QOOHX1X5            2   796.084     7.057     0.000     0.000     0.000
OME4QOOHX7X3            2   796.084     7.057     0.000     0.000     0.000
OME4QOOHX5X1            2   796.084     7.057     0.000     0.000     0.000
OME4QOOHX9X5            2   796.084     7.057     0.000     0.000     0.000
OME4QOOHX1X3            2   796.084     7.057     0.000     0.000     0.000
OME4QOOHX3X5            2   796.084     7.057     0.000     0.000     0.000
OME4QOOHX5X5            2   796.084     7.057     0.000     0.000     0.000
OME4QOOHX5X3            2   796.084     7.057     0.000     0.000     0.000
OME4QOOHX3X1            2   796.084     7.057     0.000     0.000     0.000
OME4ROOHX5           	2   798.442     7.069     0.000     0.000     0.000
OME4ROOHX3           	2   798.442     7.069     0.000     0.000     0.000
OME4ROOHX1           	2   798.442     7.069     0.000     0.000     0.000
OME4CYC6A           	2   755.501     6.850     0.000     0.000     0.000
OME4CYC4A           	2   755.501     6.850     0.000     0.000     0.000
OME4CYC4B           	2   755.501     6.850     0.000     0.000     0.000
OME4CYC6B           	2   755.501     6.850     0.000     0.000     0.000
OME4CYC4C           	2   755.501     6.850     0.000     0.000     0.000
C4H8O4CHO           	2   677.038     6.436     0.000     0.000     0.000
C4H9O4CO           	2   677.038     6.436     0.000     0.000     0.000
OME4X7OOHX3OO           2   868.648     7.416     0.000     0.000     0.000
OME4X7OOHX9OO           2   868.648     7.416     0.000     0.000     0.000
OME4X7OOHX5OO           2   868.648     7.416     0.000     0.000     0.000
OME4X5OOHX1OO           2   868.648     7.416     0.000     0.000     0.000
OME4X3OOHX7OO           2   868.648     7.416     0.000     0.000     0.000
OME4X3OOHX5OO           2   868.648     7.416     0.000     0.000     0.000
OME4X3OOHX1OO           2   868.648     7.416     0.000     0.000     0.000
OME4X1OOHX3OO           2   868.648     7.416     0.000     0.000     0.000
OME4X1OOHX5OO           2   868.648     7.416     0.000     0.000     0.000
OME4XKET1X5           	2   830.652     7.230     0.000     0.000     0.000
OME4XKET5X9           	2   830.652     7.230     0.000     0.000     0.000
OME4XKET5X1           	2   830.652     7.230     0.000     0.000     0.000
OME4XKET3X7           	2   830.652     7.230     0.000     0.000     0.000
OME4XKET1X3           	2   830.652     7.230     0.000     0.000     0.000
OME4XKET5X3           	2   830.652     7.230     0.000     0.000     0.000
OME4XKET5X7           	2   830.652     7.230     0.000     0.000     0.000
OME4XKET3X5           	2   830.652     7.230     0.000     0.000     0.000
OME4XKET3X1           	2   830.652     7.230     0.000     0.000     0.000
C3H7O3COOCH2O           2   718.267     6.656     0.000     0.000     0.000
C4H9O4COO           	2   718.267     6.656     0.000     0.000     0.000



